,TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude,Scientific_Name,Common_Name
9731,140875,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,52 Wood St,6.0,Sidewalk: Curb side : Cutout,Private,,8,Width 0ft,37.78288977,-122.4491392,Metrosideros excelsa ,New Zealand Xmas Tree
9739,15350,DPW Maintained,Pittosporum undulatum :: Victorian Box,1911 Mission St,1.0,Sidewalk: Curb side : Cutout,Private,,12,4X4,37.76637569,-122.4196972,Pittosporum undulatum ,Victorian Box
9743,139780,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1010 EDDY ST,6.0,Sidewalk: Curb side : Cutout,Private,,11,Width 0ft,37.78246045,-122.424846,Platanus x hispanica ,Sycamore: London Plane
9749,235466,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,384 Page St,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.77356223,-122.4270392,Platanus x hispanica ,Sycamore: London Plane
9753,24516,DPW Maintained,Lophostemon confertus :: Brisbane Box,1695X Gough St,1.0,Sidewalk: Curb side : Cutout,DPW,5/20/95 0:00,18,3X3,37.78894379,-122.4255003,Lophostemon confertus ,Brisbane Box
9754,45635,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,851 Van Ness Ave,4.0,Sidewalk: Curb side : Cutout,Private,8/23/02 0:00,7,,37.78343583,-122.4210986,Platanus x hispanica ,Sycamore: London Plane
9769,139667,DPW Maintained,Pittosporum undulatum :: Victorian Box,1681 Golden Gate Ave,2.0,Sidewalk: Curb side : Cutout,Private,,11,Width 0ft,37.77870225,-122.43809,Pittosporum undulatum ,Victorian Box
9778,133271,DPW Maintained,Pittosporum undulatum :: Victorian Box,55 Jackson St,8.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.79716769,-122.397738,Pittosporum undulatum ,Victorian Box
9779,133772,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2440 Scott St,1.0,Sidewalk: Curb side : Cutout,Private,,25,Width 4ft,37.79240112,-122.4395217,Platanus x hispanica ,Sycamore: London Plane
9784,18875,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2300X Sacramento St,2.0,Sidewalk: Curb side : Cutout,Private,11/13/21 0:00,3,4x4,37.79026717,-122.4311387,Platanus x hispanica ,Sycamore: London Plane
9789,103352,Undocumented,Platanus x hispanica :: Sycamore: London Plane,1000X Taylor St,1.0,Sidewalk: Curb side : Cutout,Private,,10,3x3,37.79166366,-122.4123981,Platanus x hispanica ,Sycamore: London Plane
9790,3368,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,5921 California St,1.0,Sidewalk: Curb side : Cutout,Private,,65,3X3,37.7839864,-122.4811557,Platanus x hispanica ,Sycamore: London Plane
9794,23326,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1100 Van Ness Ave,3.0,Sidewalk: Curb side : Cutout,DPW,,9,3x3,37.78600468,-122.4212632,Platanus x hispanica ,Sycamore: London Plane
9804,9967,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,700X Grove St,7.0,Sidewalk: Curb side : Cutout,DPW,,18,4x4,37.77724354,-122.4281332,Platanus x hispanica ,Sycamore: London Plane
9805,202736,DPW Maintained,Lophostemon confertus :: Brisbane Box,20 Long Bridge St,12.0,Sidewalk: Curb side : Cutout,Private,,2,Width 5ft,37.77235177,-122.3929956,Lophostemon confertus ,Brisbane Box
9809,44128,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1455 Market St,1.0,Sidewalk: Curb side : Cutout,Private,,11,,37.7758666,-122.4181623,Platanus x hispanica ,Sycamore: London Plane
9820,123942,DPW Maintained,Pittosporum undulatum :: Victorian Box,245 08th Ave,2.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.78378307,-122.4667129,Pittosporum undulatum ,Victorian Box
9827,253740,Planning Code 138.1 required,Lophostemon confertus :: Brisbane Box,1 Henry Adams St,6.0,Sidewalk: Curb side : Cutout,Private,11/3/17 0:00,3,3x6,37.76919968,-122.4034736,Lophostemon confertus ,Brisbane Box
9835,4084,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3215 Cesar Chavez St,2.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.74810954,-122.4146947,Metrosideros excelsa ,New Zealand Xmas Tree
9836,180620,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,100x Naylor St,1.0,Sidewalk: Curb side : Cutout,Private,10/5/17 8:29,3,Width 3ft,37.71019721,-122.4340741,Metrosideros excelsa ,New Zealand Xmas Tree
9845,235024,DPW Maintained,Pittosporum undulatum :: Victorian Box,553 Douglass St,1.0,Sidewalk: Curb side : Cutout,Private,1/10/86 0:00,12,Width 3ft,37.75473385,-122.4387663,Pittosporum undulatum ,Victorian Box
9848,894,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,1155X Alemany Blvd,1.0,Sidewalk: Curb side : Cutout,Private,,26,3X5,37.73058351,-122.430676,Platanus x hispanica ,Sycamore: London Plane
9858,2839,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1245 California St,1.0,Sidewalk: Curb side : Cutout,Private,,25,3X3,37.79123568,-122.4148315,Platanus x hispanica ,Sycamore: London Plane
9868,209870,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,375 Parnassus Ave,3.0,Sidewalk: Curb side : Pot,Private,,29,Width 3ft,37.76346862,-122.457535,Metrosideros excelsa ,New Zealand Xmas Tree
9869,133795,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2675 Pacific Ave,1.0,Sidewalk: Curb side : Cutout,Private,,17,Width 3ft,37.79271506,-122.4392353,Platanus x hispanica ,Sycamore: London Plane
9871,23039,DPW Maintained,Lophostemon confertus :: Brisbane Box,974 Valencia St,1.0,Sidewalk: Curb side : Cutout,Private,3/3/99 0:00,3,3X3,37.75737663,-122.4212619,Lophostemon confertus ,Brisbane Box
9873,16124,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,323 Monterey Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.73145993,-122.4425581,Metrosideros excelsa ,New Zealand Xmas Tree
9877,228101,DPW Maintained,Lophostemon confertus :: Brisbane Box,5175 Diamond Heights Blvd,10.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.74623139,-122.4400511,Lophostemon confertus ,Brisbane Box
9880,96772,DPW Maintained,Pittosporum undulatum :: Victorian Box,1300X Lane St,8.0,Sidewalk: Curb side : Cutout,SFUSD,,2,3x3,37.73438405,-122.3891265,Pittosporum undulatum ,Victorian Box
9888,13710,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,755X Market St,4.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.78655109,-122.4046093,Platanus x hispanica ,Sycamore: London Plane
9906,37953,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,701 Minnesota St,5.0,Sidewalk: Curb side : Cutout,Private,7/8/98 0:00,5,,37.76132598,-122.3904409,Platanus x hispanica ,Sycamore: London Plane
9908,210263,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1201 Irving St,3.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.76373413,-122.4713693,Metrosideros excelsa ,New Zealand Xmas Tree
9911,211819,DPW Maintained,Pittosporum undulatum :: Victorian Box,124 Burlwood Dr,1.0,Sidewalk: Curb side : Cutout,Private,,11,Width 3ft,37.73511177,-122.4526444,Pittosporum undulatum ,Victorian Box
9918,113363,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,126 Chester Ave,1.0,Sidewalk: Curb side : Cutout,Private,,28,3x6,37.71378269,-122.4705087,Platanus x hispanica ,Sycamore: London Plane
9919,54949,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1538 44th Ave,1.0,Sidewalk: Curb side : Cutout,Private,8/28/72 0:00,16,,37.75792583,-122.5035313,Metrosideros excelsa ,New Zealand Xmas Tree
9920,57793,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,534 03rd Ave,1.0,Sidewalk: Curb side : Cutout,Private,4/4/80 0:00,19,,37.77856771,-122.4608009,Metrosideros excelsa ,New Zealand Xmas Tree
9927,130237,DPW Maintained,Lophostemon confertus :: Brisbane Box,2941 Polk St,3.0,Sidewalk: Curb side : Cutout,Private,,8,Width 4ft,37.80397717,-122.4234904,Lophostemon confertus ,Brisbane Box
9933,211543,DPW Maintained,Pittosporum undulatum :: Victorian Box,125 Vicente St,3.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.73990019,-122.4678072,Pittosporum undulatum ,Victorian Box
9934,161,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,5240X California St,2.0,Sidewalk: Curb side : Cutout,Private,,45,3x3,37.78446378,-122.4740601,Platanus x hispanica ,Sycamore: London Plane
9936,1125,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,2466 Alemany Blvd,1.0,Sidewalk: Curb side : Cutout,Private,,25,3X3,37.71561169,-122.445528,Metrosideros excelsa ,New Zealand Xmas Tree
9945,135376,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,311 Clay St,4.0,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.79498787,-122.3998902,Platanus x hispanica ,Sycamore: London Plane
9949,134250,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1851 Van Ness Ave,2.0,Sidewalk: Curb side : Cutout,Private,,6,Width 4ft,37.7928197,-122.4229738,Platanus x hispanica ,Sycamore: London Plane
9959,200432,DPW Maintained,Lophostemon confertus :: Brisbane Box,1661 Tennessee St,1.0,Sidewalk: Curb side : Cutout,Private,,24,Width 3ft,37.75041063,-122.3884435,Lophostemon confertus ,Brisbane Box
9961,87654,Permitted Site,Lophostemon confertus :: Brisbane Box,2180X Bay Shore Blvd,3.0,Sidewalk: Curb side : Cutout,Private,1/23/08 0:00,3,,37.71246839,-122.4019419,Lophostemon confertus ,Brisbane Box
9965,139459,DPW Maintained,Pittosporum undulatum :: Victorian Box,818 Broderick St,4.0,Sidewalk: Curb side : Cutout,Private,,6,Width 0ft,37.77783197,-122.4399928,Pittosporum undulatum ,Victorian Box
9971,134032,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2510 Pacific Ave,3.0,Sidewalk: Curb side : Cutout,Private,,15,Width 4ft,37.79313121,-122.4369666,Platanus x hispanica ,Sycamore: London Plane
9972,2226,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,2110X Ellis St,2.0,Sidewalk: Curb side : Cutout,Private,,12,3X3,37.78134891,-122.4409777,Metrosideros excelsa ,New Zealand Xmas Tree
9983,137546,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1440 Steiner St,15.0,Sidewalk: Curb side : Cutout,Private,,9,Width 0ft,37.78262763,-122.4343306,Platanus x hispanica ,Sycamore: London Plane
9989,40951,Prune Opt Out,Platanus x hispanica :: Sycamore: London Plane,2009 Green St,1.0,Sidewalk: Curb side : Cutout,Private,10/18/99 0:00,14,,37.79643697,-122.432542,Platanus x hispanica ,Sycamore: London Plane
9991,209903,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,150 Aloha Ave,2.0,Sidewalk: Curb side : Cutout,Private,,15,Width 3ft,37.75816358,-122.4725603,Metrosideros excelsa ,New Zealand Xmas Tree
9994,124136,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3600x Geary Blvd,1.0,Median : Yard,DPW,,21,,37.78128987,-122.4584016,Metrosideros excelsa ,New Zealand Xmas Tree
9998,232782,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,4351 20th St,2.0,Sidewalk: Curb side : Cutout,Private,,16,Width 3ft,37.75752306,-122.4366897,Metrosideros excelsa ,New Zealand Xmas Tree
9999,135019,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1200 Battery St,1.0,Sidewalk: Curb side : Cutout,Private,,19,Width 3ft,37.80250249,-122.4017466,Platanus x hispanica ,Sycamore: London Plane
10002,7566,DPW Maintained,Pittosporum undulatum :: Victorian Box,2939 Folsom St,1.0,Sidewalk: Curb side : Cutout,Private,,60,3X3,37.75025286,-122.4137871,Pittosporum undulatum ,Victorian Box
10009,140795,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,84 COMMONWEALTH AVE,4.0,Sidewalk: Curb side : Yard,Private,,14,Width 0ft,37.78454277,-122.4556574,Metrosideros excelsa ,New Zealand Xmas Tree
10012,5791,Permitted Site,Lophostemon confertus :: Brisbane Box,585 Duboce Ave,1.0,Sidewalk: Curb side : Cutout,Private,,18,3X3,37.76913978,-122.4331536,Lophostemon confertus ,Brisbane Box
10016,133912,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2820 Pacific Ave,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.79247289,-122.442198,Platanus x hispanica ,Sycamore: London Plane
10019,185000,DPW Maintained,Pittosporum undulatum :: Victorian Box,2701 Sunset Blvd,26.0,Sidewalk: Property side : Yard,Private,,2,Width 0ft,37.7357523,-122.4942155,Pittosporum undulatum ,Victorian Box
10021,60892,DPW Maintained,Pittosporum undulatum :: Victorian Box,940 Filbert St,1.0,Sidewalk: Curb side : Cutout,SFUSD,5/11/83 0:00,16,5x5,37.80076825,-122.4146766,Pittosporum undulatum ,Victorian Box
10027,50608,Permitted Site,Pittosporum undulatum :: Victorian Box,4067 23rd St,1.0,Sidewalk: Curb side : Cutout,Private,2/24/11 0:00,3,3x3,37.7528651,-122.4334862,Pittosporum undulatum ,Victorian Box
10028,134290,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2343 Van Ness Ave,1.0,Sidewalk: Curb side : Cutout,Private,,9,Width 5ft,37.79633964,-122.4237087,Platanus x hispanica ,Sycamore: London Plane
10030,228905,DPW Maintained,Lophostemon confertus :: Brisbane Box,902 Duboce Ave,2.0,Back Yard : Yard,Private,,10,,37.76897725,-122.4355036,Lophostemon confertus ,Brisbane Box
10033,8856,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,4100 Geary Blvd,2.0,Median : Cutout,DPW,,12,M6,37.78114192,-122.4631891,Metrosideros excelsa ,New Zealand Xmas Tree
10042,75134,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,40 Vega St,4.0,Sidewalk: Curb side : Cutout,Private,,13,,37.78011344,-122.4461157,Metrosideros excelsa ,New Zealand Xmas Tree
10044,31467,DPW Maintained,Pittosporum undulatum :: Victorian Box,511 Elizabeth St,1.0,Sidewalk: Curb side : Cutout,Private,5/1/95 0:00,13,,37.75213076,-122.4324693,Pittosporum undulatum ,Victorian Box
10047,229114,DPW Maintained,Lophostemon confertus :: Brisbane Box,1035 South Van Ness Ave,1.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.75659085,-122.4165604,Lophostemon confertus ,Brisbane Box
10056,238805,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2900 Harrison St,11.0,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.7501981,-122.411775,Platanus x hispanica ,Sycamore: London Plane
10059,24035,Permitted Site,Lophostemon confertus :: Brisbane Box,58 Westbrook Ct,1.0,Sidewalk: Curb side : Cutout,Private,9/5/95 0:00,6,3X4,37.7350611,-122.3825356,Lophostemon confertus ,Brisbane Box
10061,132526,DPW Maintained,Pittosporum undulatum :: Victorian Box,3213 Scott St,2.0,Sidewalk: Curb side : Cutout,Private,,15,Width 3ft,37.79949672,-122.4411106,Pittosporum undulatum ,Victorian Box
10063,264791,Undocumented,Lophostemon confertus :: Brisbane Box,2640 25th St,2.0,Sidewalk: Curb side : Cutout,Private,7/30/21 0:00,3,3x3,37.75181345,-122.4047268,Lophostemon confertus ,Brisbane Box
10064,117058,DPW Maintained,Pittosporum undulatum :: Victorian Box,214 Spruce St,3.0,Sidewalk: Property side : Cutout,Private,,11,3x3,37.78851081,-122.4537179,Pittosporum undulatum ,Victorian Box
10066,229126,DPW Maintained,Lophostemon confertus :: Brisbane Box,903 South Van Ness Ave,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.75861076,-122.4167545,Lophostemon confertus ,Brisbane Box
10069,228641,DPW Maintained,Lophostemon confertus :: Brisbane Box,122 Hancock St,1.0,Sidewalk: Curb side : Cutout,Private,,16,Width 3ft,37.76037396,-122.4311396,Lophostemon confertus ,Brisbane Box
10079,217626,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,314 West Portal Ave,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 0ft,37.73780061,-122.4694676,Metrosideros excelsa ,New Zealand Xmas Tree
10083,132931,DPW Maintained,Pittosporum undulatum :: Victorian Box,2150 Vallejo St,2.0,Sidewalk: Curb side : Cutout,Private,,14,Width 4ft,37.79559375,-122.4327236,Pittosporum undulatum ,Victorian Box
10089,99553,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,200X Henry St,7.0,Sidewalk: Curb side : Cutout,SFUSD,,24,3x3,37.76657997,-122.4356058,Platanus x hispanica ,Sycamore: London Plane
10092,9033,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,5410 Geary Blvd,1.0,Sidewalk: Curb side : Cutout,Private,,12,3X3,37.78056373,-122.4774804,Metrosideros excelsa ,New Zealand Xmas Tree
10094,236202,DPW Maintained,Pittosporum undulatum :: Victorian Box,148 Otis St,2.0,Sidewalk: Curb side : Cutout,Private,,3,Width 4ft,37.77142968,-122.4204087,Pittosporum undulatum ,Victorian Box
10096,182890,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2701 45th Ave,4.0,Sidewalk: Curb side : Cutout,Private,,5,Width 0ft,37.73580532,-122.5032144,Metrosideros excelsa ,New Zealand Xmas Tree
10097,116643,DPW Maintained,Lophostemon confertus :: Brisbane Box,930 Gough St,5.0,Sidewalk: Curb side : Cutout,Private,,2,3X3,37.78198451,-122.4239178,Lophostemon confertus ,Brisbane Box
10098,29570,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,928 Van Ness Ave,1.0,Sidewalk: Curb side : Cutout,DPW,,18,,37.78421068,-122.4209028,Platanus x hispanica ,Sycamore: London Plane
10104,7671,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2574X Alemany Blvd,3.0,Sidewalk: Curb side : Cutout,Private,,25,5x12,37.71480873,-122.4471951,Metrosideros excelsa ,New Zealand Xmas Tree
10117,9425,DPW Maintained,Lophostemon confertus :: Brisbane Box,701X Golden Gate Ave,5.0,Sidewalk: Curb side : Cutout,DPW,2/8/11 0:00,12,3x3,37.78070619,-122.4223567,Lophostemon confertus ,Brisbane Box
10118,208414,DPW Maintained,Lophostemon confertus :: Brisbane Box,37 San Monica Way,1.0,Sidewalk: Curb side : Yard,Private,,4,Width 3ft,37.73912134,-122.4646718,Lophostemon confertus ,Brisbane Box
10123,13785,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,901 Market St,6.0,Sidewalk: Curb side : Cutout,DPW,,30,4X4,37.78359136,-122.4083224,Platanus x hispanica ,Sycamore: London Plane
10140,66462,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,42 Wood St,1.0,Sidewalk: Curb side : Cutout,Private,1/9/91 0:00,5,,37.78317986,-122.4491925,Metrosideros excelsa ,New Zealand Xmas Tree
10143,135432,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,200 Sacramento St,2.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.79445909,-122.3980836,Platanus x hispanica ,Sycamore: London Plane
10146,133358,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,35 Rico Way,1.0,Sidewalk: Curb side : Cutout,Private,,9,Width 4ft,37.80481393,-122.4390471,Platanus x hispanica ,Sycamore: London Plane
10155,3917,Permitted Site,Lophostemon confertus :: Brisbane Box,99X Castro St,9.0,Sidewalk: Curb side : Cutout,Private,,12,3x3,37.7673852,-122.435543,Lophostemon confertus ,Brisbane Box
10164,43886,DPW Maintained,Lophostemon confertus :: Brisbane Box,1415 Indiana St,1.0,Sidewalk: Curb side : Cutout,Private,6/30/09 0:00,6,3x3,37.75233834,-122.390564,Lophostemon confertus ,Brisbane Box
10173,29678,DPW Maintained,Lophostemon confertus :: Brisbane Box,1900X Van Ness Ave,1.0,Median : Cutout,DPW,,3,,37.79331295,-122.4229079,Lophostemon confertus ,Brisbane Box
10178,135494,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,648 Market St,4.0,Sidewalk: Curb side : Cutout,Private,,6,Width 4ft,37.78824248,-122.4028788,Platanus x hispanica ,Sycamore: London Plane
10185,245921,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1828 Market St,3.0,Sidewalk: Curb side : Cutout,Private,,11,Width 0ft,37.77131986,-122.4243422,Platanus x hispanica ,Sycamore: London Plane
10195,24524,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2725X 14th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,,14,3x3,37.73831982,-122.4695722,Platanus x hispanica ,Sycamore: London Plane
10198,183661,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1492 La Playa,2.0,Sidewalk: Curb side : Cutout,Private,,3,Width 0ft,37.75869993,-122.5089537,Metrosideros excelsa ,New Zealand Xmas Tree
10204,236031,DPW Maintained,Pittosporum undulatum :: Victorian Box,3674 16th St,1.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.76422948,-122.4346997,Pittosporum undulatum ,Victorian Box
10206,229125,DPW Maintained,Lophostemon confertus :: Brisbane Box,907 South Van Ness Ave,1.0,Sidewalk: Curb side : Cutout,Private,,18,Width 3ft,37.75856934,-122.4167467,Lophostemon confertus ,Brisbane Box
