,TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude,Scientific_Name,Common_Name
27570,23328,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1142 Van Ness Ave,1.0,Sidewalk: Curb side : Cutout,DPW,12/1/03 0:00,10,3X3,37.786288,-122.4213237,Platanus x hispanica ,Sycamore: London Plane
27571,232656,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,324 Coleridge St,1.0,Sidewalk: Curb side : Cutout,Private,,10,Width 4ft,37.74148921,-122.4212293,Metrosideros excelsa ,New Zealand Xmas Tree
27575,111959,DPW Maintained,Pittosporum undulatum :: Victorian Box,946x Leavenworth St,1.0,Sidewalk: Curb side : Cutout,Private,,11,3x3,37.79001407,-122.4154341,Pittosporum undulatum ,Victorian Box
27584,184140,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1578 44th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 0ft,37.75723761,-122.5034789,Metrosideros excelsa ,New Zealand Xmas Tree
27591,21395,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2603X Sunset Blvd,3.0,Sidewalk: Curb side : Cutout,DPW,,12,10,37.73846272,-122.4940424,Metrosideros excelsa ,New Zealand Xmas Tree
27592,143200,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1855 KEARNY ST,4.0,Sidewalk: Curb side : Cutout,Private,,6,Width 0ft,37.80499546,-122.4069044,Platanus x hispanica ,Sycamore: London Plane
27593,228583,DPW Maintained,Lophostemon confertus :: Brisbane Box,3360 20th St,2.0,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.75886834,-122.4161865,Lophostemon confertus ,Brisbane Box
27594,16170,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,426 Monterey Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,,18,3X3,37.73165892,-122.4449986,Metrosideros excelsa ,New Zealand Xmas Tree
27595,232159,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,159 Roosevelt Way,4.0,Sidewalk: Curb side : Cutout,Private,,16,Width 3ft,37.76669685,-122.4385293,Metrosideros excelsa ,New Zealand Xmas Tree
27598,138184,DPW Maintained,Pittosporum undulatum :: Victorian Box,1865 Buchanan St,4.0,Sidewalk: Curb side : Cutout,DPW,,10,Width 0ft,37.78695309,-122.4301586,Pittosporum undulatum ,Victorian Box
27604,200845,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1475 Market St,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 0ft,37.7755958,-122.4185008,Platanus x hispanica ,Sycamore: London Plane
27605,3315,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,5010 California St,1.0,Sidewalk: Curb side : Cutout,Private,,90,3X3,37.78457511,-122.4713785,Platanus x hispanica ,Sycamore: London Plane
27619,12685,DPW Maintained,Lophostemon confertus :: Brisbane Box,1325 Lake St,1.0,Sidewalk: Curb side : Cutout,Private,,12,3X3,37.78619237,-122.4737432,Lophostemon confertus ,Brisbane Box
27622,133814,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2546 Jackson St,2.0,Sidewalk: Curb side : Cutout,Private,,12,Width 4ft,37.79220933,-122.4371735,Platanus x hispanica ,Sycamore: London Plane
27627,9613,Permitted Site,Lophostemon confertus :: Brisbane Box,1395 Golden Gate Ave,2.0,Sidewalk: Curb side : Cutout,Private,4/25/09 0:00,6,3X3,37.77926297,-122.4333244,Lophostemon confertus ,Brisbane Box
27628,133581,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3301 Pacific Ave,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 4ft,37.79139728,-122.4495841,Platanus x hispanica ,Sycamore: London Plane
27629,246322,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2020 Market St,2.0,Sidewalk: Curb side : Cutout,Private,,9,Width 0ft,37.76850972,-122.4278711,Platanus x hispanica ,Sycamore: London Plane
27636,43080,Permitted Site,Lophostemon confertus :: Brisbane Box,205 Jones St,2.0,Sidewalk: Curb side : Cutout,Private,7/7/00 0:00,7,,37.78322886,-122.4125247,Lophostemon confertus ,Brisbane Box
27638,102991,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,633 Cabrillo St,2.0,Sidewalk: Curb side : Cutout,Private,,5,3x3,37.77521079,-122.4656943,Metrosideros excelsa ,New Zealand Xmas Tree
27648,1009,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1833 Alemany Blvd,1.0,Sidewalk: Curb side : Cutout,Private,,15,3X3,37.72311996,-122.4375502,Metrosideros excelsa ,New Zealand Xmas Tree
27656,195417,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,214 Beale St,3.0,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.78963336,-122.3940821,Platanus x hispanica ,Sycamore: London Plane
27658,83521,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,4245 Kirkham St,1.0,Sidewalk: Curb side : Cutout,Private,1/28/08 0:00,4,3x3,37.75845102,-122.5065683,Metrosideros excelsa ,New Zealand Xmas Tree
27659,244534,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1860 Haight St,2.0,Sidewalk: Curb side : Cutout,Private,,13,Width 0ft,37.76928023,-122.4531753,Metrosideros excelsa ,New Zealand Xmas Tree
27662,133381,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3440 Washington St,1.0,Sidewalk: Curb side : Cutout,Private,,11,Width 3ft,37.7896983,-122.4498168,Platanus x hispanica ,Sycamore: London Plane
27664,14197,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1900X Market St,2.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.77069908,-122.425124,Platanus x hispanica ,Sycamore: London Plane
27669,132951,DPW Maintained,Pittosporum undulatum :: Victorian Box,2025 Pacific Ave,2.0,Sidewalk: Curb side : Cutout,Private,,5,Width 4ft,37.79399183,-122.4291651,Pittosporum undulatum ,Victorian Box
27675,74123,DPW Maintained,Pittosporum undulatum :: Victorian Box,1810 Clement St,1.0,Sidewalk: Curb side : Cutout,Private,,8,,37.78238339,-122.4787271,Pittosporum undulatum ,Victorian Box
27676,23033,DPW Maintained,Lophostemon confertus :: Brisbane Box,934 Valencia St,1.0,Sidewalk: Curb side : Cutout,DPW,6/8/95 0:00,18,3x3,37.7579274,-122.4213338,Lophostemon confertus ,Brisbane Box
27677,60353,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1183 Palou Ave,1.0,Sidewalk: Curb side : Cutout,Private,10/26/82 0:00,11,,37.72946823,-122.3831342,Metrosideros excelsa ,New Zealand Xmas Tree
27678,18178,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,1495X Post St,8.0,Sidewalk: Curb side : Cutout,Private,,18,3X3,37.78593232,-122.4264125,Platanus x hispanica ,Sycamore: London Plane
27682,99693,DPW Maintained,Pittosporum undulatum :: Victorian Box,1550X Washington St,4.0,Sidewalk: Curb side : Cutout,SFUSD,,12,3x3,37.79362751,-122.4187847,Pittosporum undulatum ,Victorian Box
27684,183881,DPW Maintained,Pittosporum undulatum :: Victorian Box,2130 24th Ave,2.0,Sidewalk: Curb side : Yard,Private,,4,Width 0ft,37.74797373,-122.4813346,Pittosporum undulatum ,Victorian Box
27691,195300,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,201 Market St,7.0,Sidewalk: Curb side : Cutout,DPW,10/28/05 0:00,4,Width 4ft,37.79262352,-122.3969584,Platanus x hispanica ,Sycamore: London Plane
27693,29543,Permitted Site,Lophostemon confertus :: Brisbane Box,2770X Ingalls St,3.0,Sidewalk: Curb side : Cutout,Private,2/28/06 0:00,6,3X3,37.72175778,-122.3907272,Lophostemon confertus ,Brisbane Box
27705,229069,DPW Maintained,Lophostemon confertus :: Brisbane Box,134 Parnassus Ave,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 4ft,37.76481954,-122.4506096,Lophostemon confertus ,Brisbane Box
27717,143415,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,585 KEARNY ST,1.0,Sidewalk: Curb side : Pot,Private,,4,Width 0ft,37.79323233,-122.404629,Metrosideros excelsa ,New Zealand Xmas Tree
27719,33306,DPW Maintained,Pittosporum undulatum :: Victorian Box,1200 Taylor St,1.0,Sidewalk: Curb side : Cutout,Private,11/14/96 0:00,9,3x3,37.79354946,-122.4127787,Pittosporum undulatum ,Victorian Box
27720,94591,DPW Maintained,Lophostemon confertus :: Brisbane Box,2260 Bay Shore Blvd,3.0,Sidewalk: Curb side : Cutout,Private,,6,3x3,37.71198721,-122.4032695,Lophostemon confertus ,Brisbane Box
27722,65879,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,1817X Harrison St,1.0,Sidewalk: Curb side : Cutout,Private,5/23/90 0:00,6,3x3,37.76934452,-122.4133092,Platanus x hispanica ,Sycamore: London Plane
27729,235523,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3168 Cesar Chavez St,1.0,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.74838319,-122.4128674,Platanus x hispanica ,Sycamore: London Plane
27733,29277,DPW Maintained,Lophostemon confertus :: Brisbane Box,300X Portola Dr,21.0,Median : Cutout,DPW,10/14/05 0:00,3,3X3,37.74657388,-122.4472953,Lophostemon confertus ,Brisbane Box
27739,99051,Permitted Site,Lophostemon confertus :: Brisbane Box,405 Valencia St,1.0,Sidewalk: Curb side : Cutout,Private,,6,3x6,37.76640938,-122.4217141,Lophostemon confertus ,Brisbane Box
27742,61558,DPW Maintained,Pittosporum undulatum :: Victorian Box,2115 23rd St,1.0,Sidewalk: Curb side : Cutout,Private,8/23/84 0:00,12,,37.75454374,-122.4009985,Pittosporum undulatum ,Victorian Box
27751,13786,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,901 Market St,7.0,Sidewalk: Curb side : Cutout,DPW,3/16/94 0:00,20,4X4,37.78367468,-122.4082976,Platanus x hispanica ,Sycamore: London Plane
27753,234610,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1251 Castro St,2.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.7515185,-122.4340149,Platanus x hispanica ,Sycamore: London Plane
27756,102693,DPW Maintained,Pittosporum undulatum :: Victorian Box,2101 Scott St,1.0,Sidewalk: Curb side : Cutout,Private,,19,6x6,37.78935976,-122.439074,Pittosporum undulatum ,Victorian Box
27763,98102,DPW Maintained,Pittosporum undulatum :: Victorian Box,900 Hyde St,4.0,Sidewalk: Curb side : Cutout,Private,,16,,37.78962434,-122.4170345,Pittosporum undulatum ,Victorian Box
27764,133523,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,150 Walnut St,7.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.79008151,-122.4490062,Platanus x hispanica ,Sycamore: London Plane
27780,235365,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1301 15th St,10.0,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.76697448,-122.4138014,Platanus x hispanica ,Sycamore: London Plane
27781,208435,DPW Maintained,Lophostemon confertus :: Brisbane Box,75 Santa Monica Way,1.0,Sidewalk: Curb side : Yard,Private,,4,Width 3ft,37.73861901,-122.4641978,Lophostemon confertus ,Brisbane Box
27792,2958,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2055 California St,1.0,Sidewalk: Curb side : Cutout,Private,,35,3X3,37.78953041,-122.4282034,Platanus x hispanica ,Sycamore: London Plane
27793,133893,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2849 Pacific Ave,1.0,Sidewalk: Curb side : Cutout,Private,,11,Width 4ft,37.79234977,-122.4421457,Platanus x hispanica ,Sycamore: London Plane
27803,236073,DPW Maintained,Pittosporum undulatum :: Victorian Box,30 Sanchez St,2.0,Sidewalk: Curb side : Cutout,Private,,17,Width 3ft,37.76870311,-122.4313997,Pittosporum undulatum ,Victorian Box
27804,195068,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1532 Harrison St,1.0,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.77040015,-122.4128026,Platanus x hispanica ,Sycamore: London Plane
27809,211868,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1691 18th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,17,Width 3ft,37.75640604,-122.4756276,Platanus x hispanica ,Sycamore: London Plane
27810,66010,DPW Maintained,Pittosporum undulatum :: Victorian Box,3424 Divisadero St,1.0,Sidewalk: Curb side : Cutout,Private,7/20/90 0:00,14,,37.80133567,-122.443045,Pittosporum undulatum ,Victorian Box
27831,67418,DPW Maintained,Pittosporum undulatum :: Victorian Box,442 18th Ave,1.0,Sidewalk: Curb side : Cutout,Private,12/29/93 0:00,8,,37.7795546,-122.4771041,Pittosporum undulatum ,Victorian Box
27835,22750,DPW Maintained,Pittosporum undulatum :: Victorian Box,1615 Turk St,2.0,Sidewalk: Curb side : Cutout,DPW,,18,3x3,37.77997527,-122.4356816,Pittosporum undulatum ,Victorian Box
27836,132875,DPW Maintained,Pittosporum undulatum :: Victorian Box,2682 Broadway,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.79355124,-122.4412183,Pittosporum undulatum ,Victorian Box
27844,28325,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3264 Mission St,1.0,Sidewalk: Curb side : Cutout,DPW,1/10/04 0:00,9,3x3,37.744541,-122.4206746,Platanus x hispanica ,Sycamore: London Plane
27846,8075,Permitted Site,Pittosporum undulatum :: Victorian Box,667 Fulton St,1.0,Sidewalk: Curb side : Cutout,Private,4/16/90 0:00,12,3x3,37.77811582,-122.4278139,Pittosporum undulatum ,Victorian Box
27849,209868,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,375 Parnassus Ave,5.0,Sidewalk: Curb side : Pot,Private,,26,Width 3ft,37.76348848,-122.4574408,Metrosideros excelsa ,New Zealand Xmas Tree
27851,21295,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2500X Sunset Blvd,2.0,Sidewalk: Curb side : Cutout,DPW,,12,10,37.74035225,-122.4944248,Metrosideros excelsa ,New Zealand Xmas Tree
27858,178574,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,201 Argonaut Ave,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 2ft,37.71070906,-122.4146456,Platanus x hispanica ,Sycamore: London Plane
27866,194637,DPW Maintained,Pittosporum undulatum :: Victorian Box,500 Wisconsin St,16.0,Sidewalk: Property side : Yard,Private,,10,Width 5ft,37.76065081,-122.3993828,Pittosporum undulatum ,Victorian Box
27869,177624,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,600 Italy Ave,3.0,Sidewalk: Curb side : Cutout,Private,,8,Width 2ft,37.71599186,-122.4344738,Metrosideros excelsa ,New Zealand Xmas Tree
27880,134956,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2620 Mason St,3.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.80779386,-122.4139583,Platanus x hispanica ,Sycamore: London Plane
27881,213191,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,30 Miramar Ave,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.71880111,-122.4581023,Metrosideros excelsa ,New Zealand Xmas Tree
27883,112094,DPW Maintained,Lophostemon confertus :: Brisbane Box,729x Kirkwood Ave,7.0,Sidewalk: Curb side : Cutout,Private,,1,3x3,37.72895544,-122.3739087,Lophostemon confertus ,Brisbane Box
27884,94826,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2195 Green St,1.0,Sidewalk: Property side : Cutout,Private,11/9/10 0:00,14,,37.79612579,-122.4350958,Platanus x hispanica ,Sycamore: London Plane
27885,183647,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3900 Kirkham St,3.0,Sidewalk: Curb side : Cutout,Private,,12,Width 0ft,37.75876531,-122.5029096,Metrosideros excelsa ,New Zealand Xmas Tree
27886,10691,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1245 Hayes St,1.0,Sidewalk: Curb side : Cutout,DPW,,6,3X3,37.77505457,-122.4368552,Metrosideros excelsa ,New Zealand Xmas Tree
27895,13759,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,856 Market St,1.0,Sidewalk: Curb side : Cutout,DPW,,40,4X4,37.7850253,-122.406919,Platanus x hispanica ,Sycamore: London Plane
27903,134768,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,798 Larkin St,9.0,Sidewalk: Curb side : Cutout,Private,,11,Width 4ft,37.80572826,-122.4221523,Platanus x hispanica ,Sycamore: London Plane
27905,195880,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,881 Jamestown Ave,31.0,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.71660851,-122.3905864,Platanus x hispanica ,Sycamore: London Plane
27908,18770,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,295 Roosevelt Way,1.0,Sidewalk: Curb side : Cutout,DPW,,6,3X3,37.76542045,-122.4409283,Metrosideros excelsa ,New Zealand Xmas Tree
27910,15213,DPW Maintained,Lophostemon confertus :: Brisbane Box,1171 Mission St,1.0,Sidewalk: Curb side : Cutout,Private,3/8/95 0:00,6,3X3,37.77773849,-122.4126446,Lophostemon confertus ,Brisbane Box
27911,132865,DPW Maintained,Pittosporum undulatum :: Victorian Box,2227 Baker St,6.0,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.79172434,-122.4446599,Pittosporum undulatum ,Victorian Box
27914,210258,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1470 Funston Ave,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.76066603,-122.4702987,Metrosideros excelsa ,New Zealand Xmas Tree
27921,94590,DPW Maintained,Lophostemon confertus :: Brisbane Box,2260 Bay Shore Blvd,2.0,Sidewalk: Curb side : Cutout,Private,,6,3x3,37.71202241,-122.4032389,Lophostemon confertus ,Brisbane Box
27923,234620,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1082 Sanchez St,1.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.75179447,-122.4297748,Platanus x hispanica ,Sycamore: London Plane
27924,18753,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,238 Roosevelt Way,1.0,Sidewalk: Curb side : Cutout,DPW,,18,1x1,37.76615616,-122.440195,Metrosideros excelsa ,New Zealand Xmas Tree
27928,134754,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,899 Beach St,13.0,Sidewalk: Curb side : Cutout,Private,,7,Width 4ft,37.80628838,-122.4228096,Platanus x hispanica ,Sycamore: London Plane
27932,12276,DPW Maintained,Lophostemon confertus :: Brisbane Box,729 Laguna St,1.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.77780717,-122.4266767,Lophostemon confertus ,Brisbane Box
27937,102234,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,1285X Castro St,4.0,Sidewalk: Curb side : Cutout,Private,,5,3x3,37.75143723,-122.4340326,Platanus x hispanica ,Sycamore: London Plane
27944,51930,DPW Maintained,Pittosporum undulatum :: Victorian Box,2641 25th St,1.0,Sidewalk: Curb side : Cutout,SFUSD,7/21/05 0:00,10,3x3,37.75174973,-122.4046346,Pittosporum undulatum ,Victorian Box
27954,67871,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,747 Leavenworth St,1.0,Sidewalk: Curb side : Cutout,Private,2/9/93 0:00,18,3x3,37.78788262,-122.4151737,Platanus x hispanica ,Sycamore: London Plane
27957,2843,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,1255 California St,4.0,Sidewalk: Curb side : Cutout,Private,,12,3X3,37.79115174,-122.4150128,Platanus x hispanica ,Sycamore: London Plane
27959,195651,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,88 King St,5.0,Sidewalk: Curb side : Cutout,Private,,14,Width 4ft,37.78022038,-122.389434,Platanus x hispanica ,Sycamore: London Plane
27960,132623,DPW Maintained,Pittosporum undulatum :: Victorian Box,3565 Washington St,2.0,Sidewalk: Curb side : Cutout,Private,,11,Width 4ft,37.78932763,-122.4516919,Pittosporum undulatum ,Victorian Box
27964,183604,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2086 20th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,13,Width 0ft,37.74877052,-122.4770697,Metrosideros excelsa ,New Zealand Xmas Tree
27970,134960,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2571 Powell St,3.0,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.80823554,-122.4125259,Platanus x hispanica ,Sycamore: London Plane
27973,191643,DPW Maintained,Lophostemon confertus :: Brisbane Box,90 03rd St,11.0,Sidewalk: Curb side : Cutout,Private,,9,Width 4ft,37.78533913,-122.4010684,Lophostemon confertus ,Brisbane Box
27981,133533,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,222 Walnut St,3.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.78939873,-122.4488753,Platanus x hispanica ,Sycamore: London Plane
27983,115123,Significant Tree,Lophostemon confertus :: Brisbane Box,499X MAIN ST,1.0,Sidewalk: Curb side : Cutout,Private,,12,,37.78724942,-122.3889664,Lophostemon confertus ,Brisbane Box
27986,248544,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,115 Beulah St,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 0ft,37.767398,-122.451936,Metrosideros excelsa ,New Zealand Xmas Tree
27988,194635,DPW Maintained,Pittosporum undulatum :: Victorian Box,500 Wisconsin St,8.0,Sidewalk: Property side : Yard,Private,,15,Width 6ft,37.76087414,-122.3993748,Pittosporum undulatum ,Victorian Box
27993,195790,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,600 Townsend St,4.0,Sidewalk: Curb side : Cutout,Private,,7,Width 4ft,37.77131818,-122.4024095,Platanus x hispanica ,Sycamore: London Plane
28000,184336,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1400 Sunset Blvd,5.0,Sidewalk: Curb side : Yard,Private,,16,Width 0ft,37.7603056,-122.4955789,Metrosideros excelsa ,New Zealand Xmas Tree
28006,232191,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,134 Ord St,1.0,Sidewalk: Curb side : Cutout,Private,,16,Width 5ft,37.7615544,-122.4401682,Metrosideros excelsa ,New Zealand Xmas Tree
28010,193791,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1870 20th St,3.0,Sidewalk: Curb side : Cutout,Private,,11,Width 3ft,37.75985262,-122.4002375,Metrosideros excelsa ,New Zealand Xmas Tree
28012,96743,Undocumented,Metrosideros excelsa :: New Zealand Xmas Tree,2080X 20th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,12,3x3,37.74897916,-122.477111,Metrosideros excelsa ,New Zealand Xmas Tree
28026,232668,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,55 Prospect Ave,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.74398416,-122.4184293,Metrosideros excelsa ,New Zealand Xmas Tree
28028,250873,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,150 30th Ave,2.0,Sidewalk: Curb side : Yard,Private,,8,Width 4ft,37.78578572,-122.4904386,Metrosideros excelsa ,New Zealand Xmas Tree
28032,246295,DPW Maintained,Pittosporum undulatum :: Victorian Box,300 Noe St,4.0,Sidewalk: Curb side : Cutout,Private,,7,Width 0ft,37.76357846,-122.4331176,Pittosporum undulatum ,Victorian Box
28034,235235,DPW Maintained,Pittosporum undulatum :: Victorian Box,375 Noe St,1.0,Sidewalk: Curb side : Cutout,Private,,17,Width 3ft,37.76304596,-122.4328844,Pittosporum undulatum ,Victorian Box
28042,7038,DPW Maintained,Lophostemon confertus :: Brisbane Box,1275 Fell St,3.0,Sidewalk: Curb side : Cutout,Private,,18,3X3,37.77382113,-122.4389363,Lophostemon confertus ,Brisbane Box
28046,14211,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1930 Market St,3.0,Sidewalk: Curb side : Cutout,DPW,,12,4x4,37.77024064,-122.4257281,Platanus x hispanica ,Sycamore: London Plane
28050,195870,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,881 Jamestown Ave,21.0,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.71734194,-122.3914972,Platanus x hispanica ,Sycamore: London Plane
28054,14400,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2400 Market St,3.0,Sidewalk: Curb side : Cutout,DPW,,45,3X3,37.76273121,-122.4353967,Platanus x hispanica ,Sycamore: London Plane
28063,9412,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,700X Golden Gate Ave,1.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.78087164,-122.4222491,Platanus x hispanica ,Sycamore: London Plane
28067,22935,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,360 Valencia St,1.0,Sidewalk: Curb side : Cutout,DPW,2/23/94 0:00,7,,37.76738906,-122.4222392,Platanus x hispanica ,Sycamore: London Plane
28068,199961,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1275 Griffith St,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 0ft,37.72710324,-122.3800486,Metrosideros excelsa ,New Zealand Xmas Tree
28075,9241,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,6442 Geary Blvd,1.0,Sidewalk: Curb side : Cutout,Private,10/1/93 0:00,6,3x3,37.78005791,-122.488646,Metrosideros excelsa ,New Zealand Xmas Tree
28094,9834,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1200 Gough St,2.0,Sidewalk: Curb side : Cutout,Private,,24,3X3,37.78456786,-122.4244274,Platanus x hispanica ,Sycamore: London Plane
28101,23801,DPW Maintained,Lophostemon confertus :: Brisbane Box,1160 Webster St,2.0,Sidewalk: Curb side : Cutout,DPW,1/21/99 0:00,6,3X3,37.78130402,-122.4303684,Lophostemon confertus ,Brisbane Box
28114,113352,Undocumented,Metrosideros excelsa :: New Zealand Xmas Tree,7802x GEARY BLVD,4.0,Sidewalk: Curb side : Cutout,Private,,12,5x9,37.7793142,-122.5029293,Metrosideros excelsa ,New Zealand Xmas Tree
28119,138583,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3085 CALIFORNIA ST,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 0ft,37.78738003,-122.445083,Platanus x hispanica ,Sycamore: London Plane
28127,177187,DPW Maintained,Lophostemon confertus :: Brisbane Box,2049 Bay Shore Blvd,3.0,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.71457016,-122.3990812,Lophostemon confertus ,Brisbane Box
28129,66087,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,901 Union St,1.0,Sidewalk: Curb side : Cutout,Private,8/8/90 0:00,13,,37.79971461,-122.4144473,Metrosideros excelsa ,New Zealand Xmas Tree
28131,44379,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2908 Pacific Ave,1.0,Sidewalk: Curb side : Cutout,Private,3/20/01 0:00,10,,37.79231024,-122.4433676,Platanus x hispanica ,Sycamore: London Plane
28137,130253,DPW Maintained,Lophostemon confertus :: Brisbane Box,968 Lombard St,1.0,Sidewalk: Curb side : Cutout,Private,,15,Width 3ft,37.80231467,-122.417653,Lophostemon confertus ,Brisbane Box
